case_id,mach,aoa_deg,iterations,surface_rows,runtime_seconds,final_rms_rho,final_rms_rhoe,cp_min,cp_max,cp_range
mach_0p7625_aoa_m1p250,0.7625,-1.25,124,200,1.4469974559979164,-8.015118662,-2.505559332,-1.1466319124883633,1.153564747863168,2.3001966603515314
mach_0p7625_aoa_m1p020,0.7625,-1.0197368421052633,134,200,1.4371699480034295,-8.020269471,-2.508499814,-1.123492137313335,1.1581864409770921,2.2816785782904274
mach_0p7625_aoa_m0p789,0.7625,-0.7894736842105263,146,200,1.382188473995484,-8.020221169,-2.507457813,-1.0689058141110714,1.1607162127743604,2.2296220268854317
mach_0p7625_aoa_m0p559,0.7625,-0.5592105263157895,149,200,1.3915661940045538,-8.036002919,-2.520957789,-1.0308635700471005,1.1609137938802723,2.1917773639273728
mach_0p7625_aoa_m0p329,0.7625,-0.32894736842105265,163,200,1.508782008997514,-8.009194325,-2.494831586,-0.9657668560218632,1.158508346214822,2.124275202236685
mach_0p7625_aoa_m0p099,0.7625,-0.09868421052631593,168,200,1.5883284289957373,-8.023215301,-2.505430328,-0.8872957799623366,1.1532909620557439,2.0405867420180805
mach_0p7625_aoa_p0p132,0.7625,0.13157894736842102,167,200,1.7319072559985216,-8.013133278,-2.495368365,-0.8991506457851978,1.1503029751544351,2.049453620939633
mach_0p7625_aoa_p0p362,0.7625,0.36184210526315796,158,200,1.8476823329983745,-8.002114754,-2.486790778,-0.9693107137206223,1.153619104206164,2.1229298179267864
mach_0p7625_aoa_p0p592,0.7625,0.5921052631578947,157,200,1.6507763609988615,-8.030448135,-2.517692628,-1.0338730228231325,1.1543549252042296,2.188227948027362
mach_0p7625_aoa_p0p822,0.7625,0.8223684210526314,142,200,1.717366236000089,-8.005763623,-2.498967776,-1.0897885595653505,1.1527333819426437,2.242521941507994
mach_0p7625_aoa_p1p053,0.7625,1.0526315789473681,131,200,1.362962876999518,-8.046665571,-2.540331083,-1.1231027979925146,1.1490447590731843,2.272147557065699
mach_0p7625_aoa_p1p283,0.7625,1.2828947368421053,123,200,1.9161786949989619,-8.028762603,-2.523189854,-1.1653664468030382,1.143534679027644,2.3089011258306824
mach_0p7625_aoa_p1p513,0.7625,1.513157894736842,120,200,1.175649937002163,-8.031730817,-2.525773979,-1.2069831859555884,1.142682619966086,2.349665805921674
mach_0p7625_aoa_p1p743,0.7625,1.7434210526315788,119,200,1.1587607880064752,-8.010981113,-2.498665414,-1.2341491646551757,1.146143789746081,2.3802929544012565
mach_0p7625_aoa_p1p974,0.7625,1.973684210526316,131,200,1.3092773460011813,-8.077549022,-2.554024708,-1.2622766765786544,1.1480734196023623,2.4103500961810167
mach_0p7625_aoa_p2p204,0.7625,2.2039473684210527,135,200,1.3597913029952906,-8.016513537,-2.492873414,-1.2941553671316475,1.1485716026010648,2.4427269697327123
mach_0p7625_aoa_p2p434,0.7625,2.4342105263157894,142,200,1.394077857999946,-8.016748265,-2.485387244,-1.3240484592289443,1.1477872952846704,2.4718357545136147
mach_0p7625_aoa_p2p664,0.7625,2.664473684210526,126,200,1.239537447996554,-8.031874321,-2.509184432,-1.3536700330352216,1.1457901329417026,2.499460165976924
mach_0p7625_aoa_p2p895,0.7625,2.894736842105263,125,200,1.2660939329944085,-8.030498777,-2.505752549,-1.3840129520763207,1.1426644620627977,2.5266774141391184
mach_0p7625_aoa_p3p125,0.7625,3.125,134,200,1.3521619910025038,-8.06002467,-2.536058734,-1.414582877671756,1.138492458761697,2.553075336433453
mach_0p7703_aoa_m1p250,0.7703125,-1.25,133,200,1.365699793001113,-8.026539023,-2.510931359,-1.1473311970089415,1.1581311601189361,2.305462357127878
mach_0p7703_aoa_m1p020,0.7703125,-1.0197368421052633,134,200,1.4375411930013797,-8.007806282,-2.495579619,-1.1113352727719306,1.1622000185447092,2.27353529131664
mach_0p7703_aoa_m0p789,0.7703125,-0.7894736842105263,146,200,1.551178007000999,-8.017406421,-2.499830672,-1.0832029561985395,1.1642546759466255,2.247457632145165
mach_0p7703_aoa_m0p559,0.7703125,-0.5592105263157895,147,200,1.4381027760027791,-8.00540806,-2.489550435,-1.0349194993510058,1.1640936329739189,2.1990131323249247
mach_0p7703_aoa_m0p329,0.7703125,-0.32894736842105265,169,200,1.5901293819988496,-8.025991827,-2.507110942,-0.9790462339797221,1.1615334676423166,2.1405797016220385
mach_0p7703_aoa_m0p099,0.7703125,-0.09868421052631593,168,200,1.862474868998106,-8.014350962,-2.498170571,-0.9206008112475449,1.156506133820318,2.0771069450678628
mach_0p7703_aoa_p0p132,0.7703125,0.13157894736842102,167,200,1.5802989389994764,-8.011730437,-2.49547234,-0.9356949497849477,1.153494449009854,2.089189398794802
mach_0p7703_aoa_p0p362,0.7703125,0.36184210526315796,162,200,1.6195237700012513,-8.034822344,-2.518681452,-0.9978145062796426,1.1567487460638426,2.1545632523434852
mach_0p7703_aoa_p0p592,0.7703125,0.5921052631578947,145,200,1.5274283730032039,-8.009736853,-2.497358837,-1.0393950374265128,1.1576948368780615,2.1970898743045746
mach_0p7703_aoa_p0p822,0.7703125,0.8223684210526314,134,200,1.2973764400012442,-8.005983634,-2.495812844,-1.0914706096593978,1.1564510012596485,2.2479216109190463
mach_0p7703_aoa_p1p053,0.7703125,1.0526315789473681,127,200,1.3677796200063312,-8.023268586,-2.514659879,-1.1190612872561376,1.1532324206582678,2.2722937079144057
mach_0p7703_aoa_p1p283,0.7703125,1.2828947368421053,123,200,1.2267851869983133,-8.015439081,-2.498326164,-1.1679559160429096,1.1482199869206844,2.316175902963594
mach_0p7703_aoa_p1p513,0.7703125,1.513157894736842,121,200,1.72477524200076,-8.063526479,-2.555389829,-1.195559841575566,1.1450012507785996,2.3405610923541653
mach_0p7703_aoa_p1p743,0.7703125,1.7434210526315788,125,200,1.2136969640050665,-8.075223496,-2.553267243,-1.221154603244714,1.1487331545213066,2.369887757766021
mach_0p7703_aoa_p1p974,0.7703125,1.973684210526316,146,200,1.397061962998123,-8.014666357,-2.489066181,-1.2498650819669428,1.1509958486223317,2.4008609305892747
mach_0p7703_aoa_p2p204,0.7703125,2.2039473684210527,111,200,1.0325198450009339,-8.061881298,-2.524473047,-1.2797940953074698,1.1518997159805884,2.431693811288058
mach_0p7703_aoa_p2p434,0.7703125,2.4342105263157894,149,200,1.43810369700077,-8.03265157,-2.513172997,-1.3108796282865325,1.1515368465474507,2.462416474833983
mach_0p7703_aoa_p2p664,0.7703125,2.664473684210526,132,200,1.3633440300036455,-8.031953554,-2.511045594,-1.3391192410290664,1.1499939348187025,2.489113175847769
mach_0p7703_aoa_p2p895,0.7703125,2.894736842105263,107,200,1.036268014999223,-8.035230995,-2.497314384,-1.365500545928644,1.1473611353732283,2.5128616813018723
mach_0p7703_aoa_p3p125,0.7703125,3.125,145,200,1.3461600779992295,-8.065440498,-2.537716178,-1.390169666191734,1.143746558454957,2.533916224646691
mach_0p7781_aoa_m1p250,0.778125,-1.25,135,200,1.3121248759998707,-8.019217484,-2.505809575,-1.153297419130459,1.162568379368819,2.315865798499278
mach_0p7781_aoa_m1p020,0.778125,-1.0197368421052633,142,200,1.294560875998286,-8.033574289,-2.518131584,-1.1010482532603307,1.1661423689510215,2.267190622211352
mach_0p7781_aoa_m0p789,0.778125,-0.7894736842105263,148,200,1.3304966840005363,-8.020436775,-2.50125993,-1.0787606273717798,1.1677670476596613,2.246527675031441
mach_0p7781_aoa_m0p559,0.778125,-0.5592105263157895,171,200,1.6208785799972247,-8.009097869,-2.488935104,-1.0319962347906373,1.1672868032677468,2.1992830380583843
mach_0p7781_aoa_m0p329,0.778125,-0.32894736842105265,166,200,1.5639397870036191,-8.019241624,-2.500087887,-1.0024127900411082,1.1646239414822301,2.1670367315233383
mach_0p7781_aoa_m0p099,0.778125,-0.09868421052631593,166,200,1.505180880005355,-8.015631667,-2.498592355,-0.9480199970565705,1.1597627355848248,2.1077827326413954
mach_0p7781_aoa_p0p132,0.778125,0.13157894736842102,164,200,1.6742357909970451,-8.023170927,-2.508595416,-0.9540906575663173,1.1567493351711622,2.1108399927374792
mach_0p7781_aoa_p0p362,0.778125,0.36184210526315796,164,200,1.54727424900193,-8.007342943,-2.488292295,-1.005061539464495,1.159917133873425,2.16497867333792
mach_0p7781_aoa_p0p592,0.778125,0.5921052631578947,158,200,1.7998610549984733,-8.01140324,-2.491012985,-1.0563490229568044,1.1610398231787835,2.217388846135588
mach_0p7781_aoa_p0p822,0.778125,0.8223684210526314,140,200,1.3830278640016331,-8.024745129,-2.505826407,-1.0803178563046243,1.160138897053923,2.240456753358547
mach_0p7781_aoa_p1p053,0.778125,1.0526315789473681,133,200,1.247270166000817,-8.000294276,-2.485330649,-1.125211868501145,1.1573415505811204,2.2825534190822654
mach_0p7781_aoa_p1p283,0.778125,1.2828947368421053,126,200,1.1340924780015484,-8.004703358,-2.489621523,-1.1581642541202002,1.1528041619720029,2.3109684160922033
mach_0p7781_aoa_p1p513,0.778125,1.513157894736842,127,200,1.1460253990007914,-8.026957093,-2.503955223,-1.1794753556807476,1.1472612472224002,2.3267366029031478
mach_0p7781_aoa_p1p743,0.778125,1.7434210526315788,123,200,1.4431863130012061,-8.001895463,-2.475023611,-1.20720642832416,1.1512612921806618,2.3584677205048217
mach_0p7781_aoa_p1p974,0.778125,1.973684210526316,126,200,1.2557511019986123,-8.113709241,-2.58060527,-1.2435566193672158,1.153885538158701,2.3974421575259166
mach_0p7781_aoa_p2p204,0.778125,2.2039473684210527,141,200,1.271732064000389,-8.026731009,-2.505092328,-1.2772236244586344,1.1551550493859433,2.4323786738445774
mach_0p7781_aoa_p2p434,0.778125,2.4342105263157894,137,200,1.245459152996773,-8.006797313,-2.48594963,-1.3038745067567963,1.1551854487032012,2.4590599554599972
mach_0p7781_aoa_p2p664,0.778125,2.664473684210526,149,200,1.6685207780028577,-8.009330551,-2.490894128,-1.329446906116039,1.1540841113942457,2.483531017510285
mach_0p7781_aoa_p2p895,0.778125,2.894736842105263,143,200,1.4112273840000853,-8.003746444,-2.482644771,-1.3495711998500701,1.1519301637879233,2.5015013636379937
mach_0p7781_aoa_p3p125,0.778125,3.125,132,200,1.2132615839946084,-8.001584092,-2.481897431,-1.369992364476593,1.1488121469210302,2.518804511397623
mach_0p7859_aoa_m1p250,0.7859375,-1.25,145,200,1.346486096001172,-8.033526328,-2.516329897,-1.1466922148264171,1.166958495960143,2.3136507107865603
mach_0p7859_aoa_m1p020,0.7859375,-1.0197368421052633,148,200,1.368387499001983,-8.006231691,-2.487058207,-1.1130678169474342,1.1700261818081867,2.283093998755621
mach_0p7859_aoa_m0p789,0.7859375,-0.7894736842105263,168,200,1.5032653790040058,-8.016505081,-2.496103775,-1.0650302729307972,1.1712453830771938,2.236275656007991
mach_0p7859_aoa_m0p559,0.7859375,-0.5592105263157895,169,200,1.5880742329973145,-8.002653466,-2.484652762,-1.043857604163313,1.1705139841692005,2.2143715883325132
mach_0p7859_aoa_m0p329,0.7859375,-0.32894736842105265,168,200,1.631652338001004,-8.034280222,-2.516014641,-0.9965177397377218,1.1677827004484276,2.1643004401861496
mach_0p7859_aoa_m0p099,0.7859375,-0.09868421052631593,156,200,1.4240542230036226,-8.039267866,-2.52312633,-0.9637778152241576,1.1631043058297958,2.1268821210539537
mach_0p7859_aoa_p0p132,0.7859375,0.13157894736842102,156,200,1.7873622709958,-8.036187814,-2.517000995,-0.9761917146599154,1.1600739838214638,2.1362656984813793
mach_0p7859_aoa_p0p362,0.7859375,0.36184210526315796,173,200,1.5404245579993585,-8.007179829,-2.490775002,-1.0119309778464725,1.1631485320869284,2.1750795099334006
mach_0p7859_aoa_p0p592,0.7859375,0.5921052631578947,173,200,1.5740491030010162,-8.028042185,-2.50908891,-1.0496815253467202,1.1643920582369494,2.2140735835836693
mach_0p7859_aoa_p0p822,0.7859375,0.8223684210526314,155,200,1.429773629999545,-8.010387824,-2.489184078,-1.0800791879110527,1.1637799989344737,2.243859186845526
mach_0p7859_aoa_p1p053,0.7859375,1.0526315789473681,139,200,1.250886484995135,-8.016955019,-2.499329996,-1.1206156167578936,1.1613858000093111,2.282001416767205
mach_0p7859_aoa_p1p283,0.7859375,1.2828947368421053,136,200,1.2900301730041974,-8.033934615,-2.516993816,-1.1386677781461334,1.1573496210797767,2.29601739922591
mach_0p7859_aoa_p1p513,0.7859375,1.513157894736842,132,200,1.2462832930032164,-8.003146665,-2.480350559,-1.1701074699984382,1.1517866437191198,2.321894113717558
mach_0p7859_aoa_p1p743,0.7859375,1.7434210526315788,135,200,1.1994937440031208,-8.019805542,-2.497429832,-1.2100298639456435,1.1538326945165944,2.363862558462238
mach_0p7859_aoa_p1p974,0.7859375,1.973684210526316,129,200,1.2736879410003894,-8.029210792,-2.485850416,-1.2346918066210844,1.1567237925479457,2.3914155991690302
mach_0p7859_aoa_p2p204,0.7859375,2.2039473684210527,123,200,1.3949520499954815,-8.0235127,-2.504163059,-1.2590315605740707,1.1583302181848607,2.4173617787589317
mach_0p7859_aoa_p2p434,0.7859375,2.4342105263157894,130,200,1.4370475769974291,-8.079250504,-2.54314831,-1.282667124620564,1.1587373431039527,2.441404467724517
mach_0p7859_aoa_p2p664,0.7859375,2.664473684210526,115,200,1.197699875003309,-8.004941801,-2.463958933,-1.3056522375792476,1.1580502917371247,2.4637025293163726
mach_0p7859_aoa_p2p895,0.7859375,2.894736842105263,126,200,1.265313021998736,-8.035750195,-2.499651742,-1.3303843876498995,1.1563344971680987,2.486718884817998
mach_0p7859_aoa_p3p125,0.7859375,3.125,159,200,1.5941714700020384,-8.015319781,-2.493488584,-1.3532050342626605,1.153673540353951,2.5068785746166116
mach_0p7937_aoa_m1p250,0.79375,-1.25,150,200,1.4112804659962421,-8.020758793,-2.501779098,-1.1293482982419218,1.171252746234073,2.300601044475995
mach_0p7937_aoa_m1p020,0.79375,-1.0197368421052633,168,200,2.1035837219969835,-8.009493647,-2.489010695,-1.1111383544444513,1.1738472950409415,2.284985649485393
mach_0p7937_aoa_m0p789,0.79375,-0.7894736842105263,172,200,1.664214707998326,-8.000282658,-2.481914979,-1.0719484100421384,1.1747182068439626,2.2466666168861007
mach_0p7937_aoa_m0p559,0.79375,-0.5592105263157895,174,200,1.6516985289999866,-8.004132589,-2.488540187,-1.0343346036544994,1.1738018807518984,2.2081364844063978
mach_0p7937_aoa_m0p329,0.79375,-0.32894736842105265,157,200,1.565023866998672,-8.019407064,-2.502055035,-1.0055821797751143,1.1710583978735816,2.176640577648696
mach_0p7937_aoa_m0p099,0.79375,-0.09868421052631593,149,200,1.3875889359987923,-8.035450553,-2.516447406,-0.965112706653108,1.1665054281443594,2.1316181347974674
mach_0p7937_aoa_p0p132,0.79375,0.13157894736842102,144,200,1.3579125209944323,-8.010590541,-2.498197461,-0.9719464002761472,1.16346849997381,2.135414900249957
mach_0p7937_aoa_p0p362,0.79375,0.36184210526315796,152,200,1.5474446680018445,-8.015428603,-2.499402637,-1.018514101619391,1.1664706419400817,2.1849847435594727
mach_0p7937_aoa_p0p592,0.79375,0.5921052631578947,177,200,1.6004260740010068,-8.004881086,-2.485700541,-1.0392536796063891,1.167776428963446,2.2070301085698354
mach_0p7937_aoa_p0p822,0.79375,0.8223684210526314,175,200,2.333146928998758,-8.018804363,-2.496982027,-1.0838613237431187,1.1673986022291842,2.251259925972303
mach_0p7937_aoa_p1p053,0.79375,1.0526315789473681,150,200,1.5686992889968678,-8.013525322,-2.492418519,-1.0985604544889516,1.1653638311720138,2.2639242856609654
mach_0p7937_aoa_p1p283,0.79375,1.2828947368421053,142,200,1.3634381399970152,-8.011282224,-2.493789291,-1.1368885923380605,1.1617658319794588,2.2986544243175193
mach_0p7937_aoa_p1p513,0.79375,1.513157894736842,139,200,1.2715387029966223,-8.014019286,-2.496594573,-1.167816138396355,1.1566901929324171,2.324506331328772
mach_0p7937_aoa_p1p743,0.79375,1.7434210526315788,134,200,1.3243349589974969,-8.029493929,-2.513309823,-1.1883105246214976,1.156357390036404,2.3446679146579017
mach_0p7937_aoa_p1p974,0.79375,1.973684210526316,148,200,1.4224437919983757,-8.015908303,-2.491523523,-1.2119371389296822,1.1595017793308477,2.37143891826053
mach_0p7937_aoa_p2p204,0.79375,2.2039473684210527,121,200,1.5356112560039037,-8.032887397,-2.507182085,-1.2386933629434196,1.1614373791299246,2.400130742073344
mach_0p7937_aoa_p2p434,0.79375,2.4342105263157894,145,200,1.4895154789992375,-8.023526346,-2.500681613,-1.2664230216922558,1.1622069741667678,2.4286299958590236
mach_0p7937_aoa_p2p664,0.79375,2.664473684210526,187,200,1.7407794350001495,-8.00498828,-2.485012348,-1.2910260546500985,1.161914000496186,2.4529400551462848
mach_0p7937_aoa_p2p895,0.79375,2.894736842105263,137,200,1.33954812400043,-8.019332297,-2.497837776,-1.309921605463618,1.1606373037157223,2.4705589091793403
mach_0p7937_aoa_p3p125,0.79375,3.125,131,200,1.1850535639969166,-8.0453174,-2.508896482,-1.3262470414682206,1.158447545621704,2.4846945870899244
mach_0p8016_aoa_m1p250,0.8015625,-1.25,168,200,1.5098569190013222,-8.024468871,-2.502731473,-1.1376836851822405,1.1754231337813676,2.3131068189636084
mach_0p8016_aoa_m1p020,0.8015625,-1.0197368421052633,170,200,1.6664966979951714,-8.005253764,-2.485290492,-1.0909498937032525,1.1776128885673078,2.2685627822705605
mach_0p8016_aoa_m0p789,0.8015625,-0.7894736842105263,172,200,1.7916234959993744,-8.003873527,-2.486085242,-1.075435312710735,1.178193171857148,2.2536284845678827
mach_0p8016_aoa_m0p559,0.8015625,-0.5592105263157895,159,200,1.8836915220017545,-8.01724413,-2.499822931,-1.0365942886736998,1.1771285632444308,2.2137228519181305
mach_0p8016_aoa_m0p329,0.8015625,-0.32894736842105265,151,200,1.4640171869978076,-8.065052073,-2.546248275,-1.0042882293425932,1.1744021847221793,2.1786904140647723
mach_0p8016_aoa_m0p099,0.8015625,-0.09868421052631593,141,200,1.298055851002573,-8.014745041,-2.501331723,-0.9693273659771969,1.1699901941813535,2.1393175601585503
mach_0p8016_aoa_p0p132,0.8015625,0.13157894736842102,138,200,1.207907616000739,-8.029401036,-2.508198354,-0.9874975565929173,1.1669339544769513,2.1544315110698684
mach_0p8016_aoa_p0p362,0.8015625,0.36184210526315796,145,200,1.307963279003161,-8.014180423,-2.497259297,-1.0037337736283698,1.169849150497176,2.1735829241255455
mach_0p8016_aoa_p0p592,0.8015625,0.5921052631578947,173,200,1.6694885910037556,-8.028119046,-2.506356567,-1.0467501160820134,1.1711951912886762,2.2179453073706896
mach_0p8016_aoa_p0p822,0.8015625,0.8223684210526314,173,200,1.7112857030006126,-8.01347558,-2.494063009,-1.0602369093574466,1.1709909171506883,2.231227826508135
mach_0p8016_aoa_p1p053,0.8015625,1.0526315789473681,173,200,1.6557946909961174,-8.015485703,-2.493875825,-1.1024148040556634,1.169270375364895,2.271685179420558
mach_0p8016_aoa_p1p283,0.8015625,1.2828947368421053,152,200,1.5376985169932595,-8.008744537,-2.486259989,-1.126135003212848,1.166084303558902,2.29221930677175
mach_0p8016_aoa_p1p513,0.8015625,1.513157894736842,151,200,1.44891251300578,-8.019315746,-2.501964569,-1.1445573944528746,1.1615364740260388,2.3060938684789134
mach_0p8016_aoa_p1p743,0.8015625,1.7434210526315788,157,200,1.4106910759946913,-8.004698995,-2.481782523,-1.1862592380761765,1.1588784764793305,2.345137714555507
mach_0p8016_aoa_p1p974,0.8015625,1.973684210526316,147,200,1.5954769800009672,-8.01871406,-2.495449227,-1.2079163244008604,1.1622745767302944,2.3701909011311546
mach_0p8016_aoa_p2p204,0.8015625,2.2039473684210527,131,200,1.239978040997812,-8.00126587,-2.477452463,-1.2273606969775086,1.1644871018219585,2.391847798799467
mach_0p8016_aoa_p2p434,0.8015625,2.4342105263157894,124,200,1.2107050579943461,-8.020774131,-2.49587729,-1.2456660851271883,1.1655889333450788,2.411255018472267
mach_0p8016_aoa_p2p664,0.8015625,2.664473684210526,133,200,1.3124772110022604,-8.060449895,-2.518211415,-1.2674078149851045,1.1656695487327837,2.433077363717888
mach_0p8016_aoa_p2p895,0.8015625,2.894736842105263,132,200,1.274325142003363,-8.003139099,-2.476373187,-1.289024046234575,1.1648137114537385,2.4538377576883135
mach_0p8016_aoa_p3p125,0.8015625,3.125,145,200,1.3734561109959031,-8.024246598,-2.497710499,-1.3132886306715295,1.1630930241110091,2.4763816547825384
mach_0p8094_aoa_m1p250,0.809375,-1.25,164,200,1.6328221849980764,-8.029750146,-2.508234766,-1.1130646486445113,1.179496691722946,2.292561340367457
mach_0p8094_aoa_m1p020,0.809375,-1.0197368421052633,168,200,1.5001793440023903,-8.025885765,-2.503756522,-1.0996849961205084,1.1813340274649489,2.2810190235854573
mach_0p8094_aoa_m0p789,0.809375,-0.7894736842105263,164,200,1.551661591998709,-8.002411591,-2.48402288,-1.0595534383676806,1.1816928770145678,2.2412463153822486
mach_0p8094_aoa_m0p559,0.809375,-0.5592105263157895,148,200,1.3201950000002398,-8.020966795,-2.501601498,-1.039504260714205,1.1805308640240864,2.2200351247382915
mach_0p8094_aoa_m0p329,0.809375,-0.32894736842105265,144,200,1.284085633000359,-8.032867635,-2.515715305,-1.0030929064766967,1.1777861723095067,2.1808790787862034
mach_0p8094_aoa_m0p099,0.809375,-0.09868421052631593,162,200,1.4647080040012952,-8.02533107,-2.502068477,-0.9779857780740414,1.1735026682714556,2.151488446345497
mach_0p8094_aoa_p0p132,0.809375,0.13157894736842102,126,200,1.174345670006005,-8.035902866,-2.516791927,-0.9682458014181727,1.1704238346038423,2.1386696360220148
mach_0p8094_aoa_p0p362,0.809375,0.36184210526315796,159,200,1.5020973360005883,-8.020625606,-2.496000819,-1.0109537506013266,1.1732881000007593,2.1842418506020858
mach_0p8094_aoa_p0p592,0.809375,0.5921052631578947,152,200,1.3817736779965344,-8.040741186,-2.520994364,-1.0231812961633315,1.1746661968857626,2.1978474930490943
mach_0p8094_aoa_p0p822,0.809375,0.8223684210526314,178,200,1.6426524850030546,-8.006964231,-2.485189434,-1.0697950997538586,1.1745983760117378,2.2443934757655963
mach_0p8094_aoa_p1p053,0.809375,1.0526315789473681,170,200,1.6900417870056117,-8.027029676,-2.504358114,-1.0831171684511482,1.1731320952228386,2.256249263673987
mach_0p8094_aoa_p1p283,0.809375,1.2828947368421053,168,200,1.7204085800040048,-8.026618985,-2.504871588,-1.1220078777826914,1.1703273848332825,2.292335262615974
mach_0p8094_aoa_p1p513,0.809375,1.513157894736842,155,200,1.7065767780004535,-8.000371207,-2.47670429,-1.1439044894146224,1.1662026570470296,2.310107146461652
mach_0p8094_aoa_p1p743,0.809375,1.7434210526315788,151,200,1.65739969999413,-8.027791345,-2.507813743,-1.1593169256118367,1.161394563286437,2.320711488898274
mach_0p8094_aoa_p1p974,0.809375,1.973684210526316,158,200,1.488333937995776,-8.013613281,-2.488894275,-1.1949106303430985,1.164977019517017,2.3598876498601156
mach_0p8094_aoa_p2p204,0.809375,2.2039473684210527,147,200,1.7288658279940137,-8.05054866,-2.522645397,-1.2199153978615584,1.1674522580396018,2.3873676559011603
mach_0p8094_aoa_p2p434,0.809375,2.4342105263157894,148,200,1.5084572199994,-8.033528467,-2.506428835,-1.239536487968788,1.1688728737334613,2.4084093617022493
mach_0p8094_aoa_p2p664,0.809375,2.664473684210526,162,200,1.5088250339977094,-8.008519533,-2.485713054,-1.259422192273873,1.169316661578774,2.4287388538526473
mach_0p8094_aoa_p2p895,0.809375,2.894736842105263,132,200,2.0514142460015137,-8.007550986,-2.483041489,-1.278668641662079,1.1688809260374924,2.4475495676995713
mach_0p8094_aoa_p3p125,0.809375,3.125,131,200,1.212746541998058,-8.006272266,-2.472257873,-1.294715911305513,1.1676335604340888,2.4623494717396017
mach_0p8172_aoa_m1p250,0.8171875,-1.25,165,200,1.5304641849943437,-8.031213593,-2.506946959,-1.1120803977319949,1.18350068710682,2.295581084838815
mach_0p8172_aoa_m1p020,0.8171875,-1.0197368421052633,156,200,2.352232688004733,-8.026481249,-2.504357937,-1.0825514963325147,1.1850462985322094,2.267597794864724
mach_0p8172_aoa_m0p789,0.8171875,-0.7894736842105263,150,200,1.5038143319980009,-8.052442618,-2.531191552,-1.057179711195385,1.185222673132815,2.2424023843281997
mach_0p8172_aoa_m0p559,0.8171875,-0.5592105263157895,141,200,1.4779884939998738,-8.034789505,-2.516609848,-1.0303082779727066,1.1839670271286988,2.2142753051014052
mach_0p8172_aoa_m0p329,0.8171875,-0.32894736842105265,142,200,1.3945537660038099,-8.023117013,-2.498554273,-1.0047954007990219,1.181262875468243,2.186058276267265
mach_0p8172_aoa_m0p099,0.8171875,-0.09868421052631593,134,200,1.3655351189954672,-8.061861351,-2.534408173,-0.9671673560040641,1.1770564189819595,2.1442237749860236
mach_0p8172_aoa_p0p132,0.8171875,0.13157894736842102,157,200,1.4624117880011909,-8.00239755,-2.477472184,-0.9786189304276491,1.174003583916405,2.152622514344054
mach_0p8172_aoa_p0p362,0.8171875,0.36184210526315796,141,200,1.4179152159995283,-8.054702257,-2.52426365,-0.9928026235190514,1.1767746998547395,2.1695773233737907
mach_0p8172_aoa_p0p592,0.8171875,0.5921052631578947,149,200,1.4733188449972658,-8.004691776,-2.478349475,-1.0333516088859878,1.1781725560193315,2.2115241649053194
mach_0p8172_aoa_p0p822,0.8171875,0.8223684210526314,152,200,1.4009636880000471,-8.021080676,-2.499451439,-1.0525094229362615,1.1782194618205024,2.230728884756764
mach_0p8172_aoa_p1p053,0.8171875,1.0526315789473681,172,200,1.5251950719975866,-8.007503635,-2.482719363,-1.0865677322981426,1.1769580759287712,2.263525808226914
mach_0p8172_aoa_p1p283,0.8171875,1.2828947368421053,161,200,1.4896722289995523,-8.001307638,-2.481263248,-1.0988360705782323,1.174483493793366,2.273319564371598
mach_0p8172_aoa_p1p513,0.8171875,1.513157894736842,175,200,1.7491435670017381,-8.032147698,-2.509477543,-1.1401465256698657,1.1708030685810795,2.3109495942509453
mach_0p8172_aoa_p1p743,0.8171875,1.7434210526315788,164,200,1.5391228040025453,-8.002403231,-2.479818405,-1.1540802864850528,1.16602947124895,2.320109757734003
mach_0p8172_aoa_p1p974,0.8171875,1.973684210526316,155,200,1.3982808209984796,-8.014137925,-2.490755211,-1.1707056811255343,1.1676114027843112,2.3383170839098453
mach_0p8172_aoa_p2p204,0.8171875,2.2039473684210527,150,200,1.6548859410031582,-8.033924168,-2.514542896,-1.1994457299939534,1.1703080865406728,2.369753816534626
mach_0p8172_aoa_p2p434,0.8171875,2.4342105263157894,146,200,1.4885732539987657,-8.025853963,-2.503577369,-1.2218584681797198,1.1720242285300158,2.3938826967097357
mach_0p8172_aoa_p2p664,0.8171875,2.664473684210526,153,200,1.490297627999098,-8.003351897,-2.48063848,-1.2412812984919055,1.1728338972539123,2.4141151957458176
mach_0p8172_aoa_p2p895,0.8171875,2.894736842105263,134,200,1.2592970810001134,-8.012491996,-2.486064808,-1.2561015676125062,1.1728073051414292,2.4289088727539356
mach_0p8172_aoa_p3p125,0.8171875,3.125,128,200,1.260762636004074,-8.076035854,-2.544848539,-1.2713080884112764,1.172010041355486,2.4433181297667623
mach_0p8250_aoa_m1p250,0.825,-1.25,175,200,1.6441013959993143,-8.049120097,-2.520761051,-1.1024020201753333,1.1874974074569014,2.2898994276322346
mach_0p8250_aoa_m1p020,0.825,-1.0197368421052633,154,200,1.4776004110026406,-8.05539334,-2.527433183,-1.065652963165822,1.188771945504375,2.254424908670197
mach_0p8250_aoa_m0p789,0.825,-0.7894736842105263,192,200,1.7541452750010649,-8.015248094,-2.489178553,-1.0555702647137464,1.1887873200800847,2.244357584793831
mach_0p8250_aoa_m0p559,0.825,-0.5592105263157895,135,200,1.2671582510010921,-8.047396721,-2.525101423,-1.0158442671622467,1.1874814182112665,2.203325685373513
